id,premise,hypothesis,lang_abv,language,label
7299538f42,"According to the Natural Resources Conservation Service, this single, voluntary program will provide flexible technical, financial, and educational assistance to farmers and ranchers who face serious threats to soil, water, and related natural resources on agricultural and other lands, including grazing lands, wetlands, forest lands, and wildlife habitats.",This is a service that can help farmers and ranchers who face threats to their resources.,en,English,0
9f48079b95,"Davidson should not adopt the pronunciation of 'Scone' to rime with 'Bone'-in any case, not because Victoria, where he lives, is very English.",Davidson does not consider the 'scone' and the 'bone' to rim.,es,Spanish,1
891ec512e4,"Nothing arises from nothing, - said Lucretius two thousand years ago, and tautologists proved him right.",Lucretius lived two thousand years ago and made plausible arguments.,ru,Russian,0
34223ee69c,There would be little benefit to national saving from allowing early access to mandatory accounts with set contribution levels-which has been proposed for Social Security (see Q4.,There would be a great benefit to national saving,en,English,2
e949998a71,So I want to keep it because I know that if you don't have many problems you will encounter.,Many things may go wrong if you do not intend to work.,th,Thai,0
c418cf24ba,"Behind the cathedral, croseover the Rue de la R??publique to the 15th-century Eglise Saint-Maclou, the richest example of Flam?­boy?­ant Gothic in the country.",Rue de la REPUBLIC IS ITSELF OLDER THhan the Church Saint-Michel.,en,English,1
5ac696e9ce,to uh working a steady eight hour job as it were i had been working for a camp and had relatively real long hours sixteen years old and could handle getting up at five and not getting to bed until ten or eleven and,I could get along with having six hours of sleep every night.,en,English,1
bc2573ffb9,"7), and low -paying individuals (average of 1,300 units a week) and high students change (CV = 1.3).",There are two groups that are explained by the demand change,ur,Urdu,0
4b440029dc,did oh they're they are everywhere they,They spread out.,en,English,1
974d6f1eff,"Still, it would be interesting to know. 109 Poirot looked at me very earnestly, and again shook his head.",Poirot was disappointed with me.,en,English,1
4ff1734764,The absence of a client by temporarily inspection is not a viable alternative to legalizing the legal representation by suspending legal representation.,It is not a good thing to stop legal representation.,ur,Urdu,0
ed06aa488c,"Though prehistoric remains from the Paleolithic, Neolithic, and Bronze Ages have been unearthed in the Manzanares Valley, prior to Madrid's sudden elevation to capital city in 1561 its history was rather undistinguished.",There were remains in the Manzanares Valley that included cavemen.,en,English,1
ef026aebfc,well camping is one thing that i i could never get used to uh i i used to take the kids to go fishing and things like that but i never went uh never went camping,"Camping is something that I never got the hang of, though I took the children fishing, we never did do camping.",en,English,0
3854a53355,Miss Bishop also went up to Royal Mary and I went to help with her rescue with Lord.,I helped Miss Bishop and his Lord together.,th,Thai,0
16cbb24ae9,"So, I have no special story.",I have no specific store.,ur,Urdu,0
91d5778ee9,"With your participation, we can help children - like the little boy you photographed on this page - to become better citizens.",We teach children how to be good voters.,ar,Arabic,1
529204eafa,"While his idea has a great contribution to highlighting this field of research, the operation is a problem.",Map marking is very helpful.,vi,Vietnamese,1
ae7b87c139,well the channel eight when they came here thirteen fourteen years ago Dave Fox and Tracy Rowlett came together uh from Oklahoma City and apparently channel eight was way down and now they have turned it all around and done a pretty remarkable job and then,"Channel 8 came here fourteen years ago, I still don't watch it, but it's doing great now.",en,English,1
6a59e42ad4,"Somewhere in the prince's gardenIn a modern building called Kala Si (Casa de Marinos), you will find what happened to the amazing Takus Navy.",Ban Kalasa boat is an ancient building found in the prince's garden.,th,Thai,2
4556a550ee,"Palestrina , by Hans Pfitzner, performed by the Royal Opera (Metropolitan Opera House, New York).","The Royal Opera performs a variety of other shows, not just Palestrina.",en,English,1
d3cf8e43f5,"The AMS system also allows users to search the full text of the public comments, identifies form letter comments and ex parte communications,8 and provides a list of related government web sites-features that are currently not available in the DOT docket management system.",The AMS system has received awards for user friendliness.,en,English,1
34dad32352,At the fulcrum is a coffee bar and cafe under a giant screen television flanked by CD listening stations.,Only members can use the CD listening stations at the side.,en,English,1
6f14237762,"And as you know, in the end, you know, you know, they continued to question people all around, and nobody knew where they were, and finally, you know, they just got along so as not to seeJoe another time.","No matter how we tried, we couldn't keep Joe away from us.",fr,French,2
8da05f9d61,Identity security must start in the United States.,A secure identifier would make things safer in the United States.,fr,French,1
80c59de9eb,"Links to Nova Scotia from the narrow Isthmus Chignecto, the New Brushwick became a separate province in 1784 at the request of 14,000, refugees.",New Brunswick was not a province in 1784.,el,Greek,2
ee6cdc74cd,you know getting clothes and stuff every once in awhile exactly,They don't ever get new clothes or stuff.,en,English,2
c561106603,"The formation of a single statewide program was adopted to breathe life into a single program that will provide meaningful access to high quality legal services, in the pursuit of justice for as many low-income people throughout Colorado as possible.",The state has decided to divide its legal assistance services into several programs.,en,English,2
e6fcce01ef,"Through the opt-out approach, Texas attorneys contributed $1 million this year, doubling 2001 contributions.",The opt-out approach has never increased how much Texas attorneys can contribute in the last twenty years.,en,English,2
